time,state,pressure,altitude,startAlt,temperature,velocity_world_x,velocity_world_y,velocity_world_z,baro_vz,lsm_accel_r,lsm_accel_p,lsm_accel_y,lsm_gyro_r,lsm_gyro_p,lsm_gyro_y,adxl_accel_r,adxl_accel_p,adxl_accel_y,predicted_apogee,airbrake_deployment,mag_r,mag_p,mag_y,q0,q1,q2,q3,accel_world_x,accel_world_y,accel_world_z,alt_fused,cam1_on,cam2_on,main_p_ematch_voltage,main_s_ematch_voltage,drogue_p_ematch_voltage,drogue_s_ematch_voltage,roll,pitch,yaw,t_burnout,t_apogee,t_drogue,t_main,t_land,drogue_validated_baro,main_validated_baro
1229890,1,938.232,644.178,650.261,41.860,-0.000,0.000,0.140,0.076,0.363,-2.469,-9.863,0.001,0.002,0.000,6.727,-4.805,-13.454,0.000,0,19.684,7.730,-33.005,0.471,-0.313,0.620,-0.544,-0.005,0.003,0.364,-6.110,1,1,14155,14221,14185,14165,-111.800,-87.863,14.040,0,0,0,0,0,0,0
1230890,1,938.224,644.250,650.261,41.860,-0.000,0.000,0.184,0.099,0.350,-2.478,-9.868,0.001,0.001,0.000,3.844,-2.883,-10.571,0.000,0,19.992,7.814,-32.879,0.471,-0.313,0.620,-0.544,-0.017,0.006,0.370,-6.004,1,1,14126,14221,14190,14165,-111.823,-87.867,14.089,0,0,0,0,0,0,0
1231890,1,938.251,644.015,650.261,41.870,-0.000,0.000,0.060,-0.148,0.367,-2.484,-9.880,0.001,0.001,0.000,8.649,-8.649,2.883,0.000,0,19.908,7.870,-33.229,0.471,-0.313,0.620,-0.544,-0.000,-0.000,0.384,-6.029,1,1,14148,14221,14184,14164,-111.846,-87.871,14.100,0,0,0,0,0,0,0
1232890,1,938.248,644.036,650.261,41.880,0.000,0.000,0.121,-0.124,0.379,-2.478,-9.863,-0.000,0.002,0.000,4.805,-4.805,-3.844,0.000,0,19.082,8.150,-33.005,0.471,-0.312,0.620,-0.545,-0.000,0.000,0.367,-6.045,1,1,14154,14212,14193,14163,-111.851,-87.798,14.092,0,0,0,0,0,0,0
1233890,1,938.253,643.988,650.261,41.880,-0.000,0.000,0.143,-0.200,0.367,-2.479,-9.863,0.001,0.002,0.000,6.727,-3.844,-15.376,0.000,0,19.628,8.024,-34.237,0.471,-0.312,0.620,-0.544,-0.000,-0.000,0.367,-5.984,1,1,14154,14221,14186,14164,-111.892,-87.867,14.097,0,0,0,0,0,0,0
1234890,1,938.249,644.028,650.261,41.880,-0.000,0.000,0.041,-0.148,0.363,-2.463,-9.864,0.001,0.001,0.000,5.766,-3.844,-0.961,0.000,0,19.796,8.150,-33.551,0.470,-0.313,0.620,-0.545,0.000,-0.003,0.364,-6.044,1,1,14151,14220,14190,14163,-111.924,-87.900,14.024,0,0,0,0,0,0,0
1235890,1,938.235,644.155,650.261,41.890,-0.000,0.000,0.194,-0.030,0.359,-2.475,-9.874,0.001,0.001,0.000,5.766,-3.844,2.883,0.000,0,19.572,7.968,-31.871,0.470,-0.312,0.620,-0.545,-0.009,0.000,0.376,-6.000,1,1,14155,14224,14186,14164,-111.939,-87.872,14.081,0,0,0,0,0,0,0
1236890,1,938.240,644.110,650.261,41.900,-0.000,0.000,0.108,-0.054,0.372,-2.473,-9.875,-0.000,0.002,0.000,4.805,-4.805,0.000,0.000,0,19.166,7.912,-32.879,0.470,-0.312,0.620,-0.545,-0.000,-0.000,0.377,-6.037,1,1,14158,14224,14186,14161,-111.951,-87.841,14.047,0,0,0,0,0,0,0
1237890,1,938.199,644.469,650.261,41.910,-0.000,0.000,0.104,0.281,0.366,-2.484,-9.878,0.001,0.001,0.000,8.649,-0.961,-14.415,0.000,0,19.166,8.234,-33.467,0.470,-0.312,0.620,-0.545,-0.004,0.010,0.382,-6.003,1,1,14127,14221,14191,14165,-111.967,-87.833,14.061,0,0,0,0,0,0,0
1238890,1,938.255,643.978,650.261,41.920,-0.000,-0.000,0.111,-0.254,0.376,-2.477,-9.872,0.001,0.001,0.000,3.844,-6.727,-10.571,0.000,0,19.362,7.842,-32.655,0.470,-0.312,0.620,-0.545,0.000,-0.002,0.375,-5.943,1,1,14161,14214,14192,14160,-111.984,-87.824,14.080,0,0,0,0,0,0,0
1239890,1,938.251,644.012,650.261,41.920,-0.000,0.000,0.115,-0.185,0.363,-2.477,-9.864,0.001,0.001,0.000,7.688,-5.766,-11.532,0.000,0,19.124,8.318,-33.369,0.470,-0.312,0.620,-0.545,0.000,-0.000,0.367,-6.022,1,1,14157,14219,14189,14164,-112.019,-87.894,14.084,0,0,0,0,0,0,0
1240890,1,938.249,644.033,650.261,41.930,-0.000,0.000,0.078,-0.106,0.367,-2.475,-9.858,0.001,0.001,0.000,0.961,2.883,-6.727,0.000,0,19.460,8.192,-33.705,0.470,-0.312,0.620,-0.545,-0.001,-0.002,0.361,-6.109,1,1,14140,14215,14189,14160,-112.036,-87.867,14.097,0,0,0,0,0,0,0
1241890,1,938.231,644.186,650.261,41.940,-0.000,0.000,0.080,0.080,0.377,-2.481,-9.874,0.001,0.002,0.000,8.649,-4.805,-11.532,0.000,0,19.838,8.066,-33.649,0.470,-0.311,0.620,-0.545,0.001,-0.001,0.378,-6.135,1,1,14160,14220,14188,14161,-112.045,-87.820,14.100,0,0,0,0,0,0,0
1242890,1,938.240,644.110,650.261,41.940,-0.000,-0.000,0.117,-0.021,0.365,-2.469,-9.872,0.001,0.002,0.000,0.961,-2.883,-14.415,0.000,0,19.208,8.416,-33.719,0.470,-0.312,0.620,-0.545,-0.002,-0.002,0.372,-6.065,1,1,14158,14218,14188,14162,-112.077,-87.875,14.046,0,0,0,0,0,0,0
1243890,1,938.235,644.152,650.261,41.950,-0.000,-0.000,0.167,-0.020,0.376,-2.477,-9.863,-0.000,0.002,-0.001,9.610,-5.766,-13.454,0.000,0,19.432,7.828,-32.851,0.470,-0.311,0.620,-0.545,0.002,-0.000,0.366,-5.994,1,1,14149,14212,14180,14167,-112.080,-87.829,14.082,0,0,0,0,0,0,0
1244890,1,938.249,644.025,650.261,41.960,-0.000,-0.000,0.125,-0.147,0.365,-2.473,-9.861,0.001,0.002,0.000,1.922,-2.883,-6.727,0.000,0,19.698,7.646,-33.089,0.470,-0.311,0.621,-0.545,-0.001,-0.004,0.363,-6.024,1,1,14148,14221,14185,14164,-112.121,-87.885,14.088,0,0,0,0,0,0,0
1245890,1,938.236,644.147,650.261,41.970,-0.000,-0.000,0.106,-0.099,0.365,-2.471,-9.867,-0.000,0.002,0.000,7.688,-4.805,-16.337,0.000,0,19.320,7.772,-33.047,0.469,-0.311,0.621,-0.546,0.000,-0.000,0.368,-5.908,1,1,14156,14219,14183,14168,-112.140,-87.880,14.048,0,0,0,0,0,0,0
1246890,1,938.256,643.967,650.261,41.970,-0.000,-0.000,0.035,-0.156,0.356,-2.484,-9.855,-0.000,0.001,0.000,1.922,-3.844,-4.805,0.000,0,19.796,8.094,-33.691,0.469,-0.311,0.621,-0.545,-0.003,0.010,0.359,-6.155,1,1,14156,14220,14190,14157,-112.167,-87.898,14.090,0,0,0,0,0,0,0
1247890,1,938.258,643.951,650.261,41.980,-0.000,-0.000,0.147,-0.250,0.367,-2.471,-9.869,0.001,0.001,0.000,5.766,-4.805,-14.415,0.000,0,19.292,7.590,-33.243,0.469,-0.311,0.621,-0.546,-0.002,-0.002,0.370,-5.970,1,1,14125,14220,14188,14168,-112.179,-87.865,14.057,0,0,0,0,0,0,0
1248890,1,938.244,644.073,650.261,41.980,-0.000,-0.000,0.150,-0.133,0.378,-2.468,-9.870,0.001,0.002,-0.001,3.844,-7.688,-9.610,0.000,0,19.978,7.898,-33.341,0.469,-0.311,0.620,-0.546,0.001,-0.003,0.371,-5.973,1,1,14150,14220,14192,14166,-112.193,-87.817,14.042,0,0,0,0,0,0,0
1249890,1,938.221,644.276,650.261,41.990,-0.000,-0.000,0.149,0.091,0.369,-2.480,-9.868,-0.000,0.002,0.001,8.649,-1.922,-15.376,0.000,0,19.488,7.632,-32.697,0.469,-0.311,0.621,-0.546,-0.002,0.001,0.372,-6.013,1,1,14154,14216,14183,14162,-112.225,-87.853,14.099,0,0,0,0,0,0,0
1250890,1,938.226,644.229,650.261,42.000,-0.000,-0.000,0.076,0.011,0.361,-2.468,-9.864,-0.000,0.002,0.000,7.688,-4.805,-8.649,0.000,0,19.432,7.450,-33.033,0.469,-0.311,0.621,-0.546,0.000,-0.000,0.365,-5.981,1,1,14153,14216,14187,14163,-112.252,-87.900,14.037,0,0,0,0,0,0,0
1251890,1,938.240,644.107,650.261,42.000,-0.000,-0.000,0.084,-0.116,0.359,-2.472,-9.863,-0.000,0.001,0.000,3.844,-3.844,8.649,0.000,0,19.138,7.674,-32.893,0.469,-0.311,0.621,-0.546,-0.002,0.000,0.365,-5.984,1,1,14122,14214,14196,14161,-112.275,-87.906,14.062,0,0,0,0,0,0,0
1252890,1,938.236,644.144,650.261,42.010,-0.000,-0.000,0.119,-0.091,0.354,-2.479,-9.867,0.001,0.002,0.000,2.883,-4.805,-7.688,0.000,0,19.922,7.926,-33.845,0.469,-0.310,0.621,-0.546,-0.007,0.002,0.370,-5.965,1,1,14154,14215,14190,14162,-112.296,-87.906,14.099,0,0,0,0,0,0,0
1253890,1,938.226,644.234,650.261,42.020,-0.000,0.000,0.149,-0.030,0.370,-2.472,-9.869,0.001,0.002,-0.001,1.922,-5.766,-13.454,0.000,0,19.334,7.912,-34.307,0.469,-0.310,0.621,-0.546,-0.001,-0.009,0.371,-5.913,1,1,14154,14215,14188,14165,-112.309,-87.869,14.096,0,0,0,0,0,0,0
1254890,1,938.266,643.877,650.261,42.020,-0.000,0.000,0.025,-0.314,0.370,-2.480,-9.869,0.001,0.001,0.000,9.610,-3.844,-21.142,0.000,0,19.642,7.968,-33.607,0.469,-0.310,0.621,-0.546,-0.000,0.001,0.373,-6.073,1,1,14160,14216,14190,14162,-112.327,-87.853,14.096,0,0,0,0,0,0,0
1255890,1,938.220,644.281,650.261,42.040,-0.000,0.000,0.114,0.086,0.371,-2.472,-9.868,-0.000,0.002,0.000,12.493,-5.766,-9.610,0.000,0,19.488,8.346,-32.305,0.468,-0.310,0.621,-0.547,0.000,-0.000,0.370,-6.023,1,1,14153,14222,14192,14162,-112.343,-87.847,14.053,0,0,0,0,0,0,0
1256890,1,938.230,644.200,650.261,42.040,-0.000,0.000,0.083,0.021,0.361,-2.473,-9.870,0.001,0.001,0.000,2.883,-5.766,-12.493,0.000,0,19.670,7.730,-33.411,0.468,-0.310,0.621,-0.546,-0.000,-0.000,0.372,-6.054,1,1,14155,14224,14188,14159,-112.381,-87.904,14.055,0,0,0,0,0,0,0
1257890,1,938.189,644.559,650.261,42.040,-0.000,0.000,0.196,0.293,0.367,-2.475,-9.878,-0.000,0.002,0.001,9.610,-1.922,-11.532,0.000,0,19.726,8.136,-32.963,0.468,-0.310,0.621,-0.547,0.000,0.000,0.380,-5.881,1,1,14160,14218,14186,14164,-112.391,-87.868,14.060,0,0,0,0,0,0,0
1258890,1,938.248,644.036,650.261,42.060,-0.000,0.000,0.076,-0.208,0.364,-2.481,-9.864,-0.000,0.001,0.000,9.610,-4.805,-18.259,0.000,0,19.992,7.758,-32.865,0.468,-0.310,0.621,-0.547,-0.001,0.003,0.368,-5.970,1,1,14134,14218,14188,14158,-112.411,-87.876,14.096,0,0,0,0,0,0,0
1259890,1,938.224,644.250,650.261,42.060,-0.001,0.000,0.062,0.075,0.375,-2.467,-9.872,-0.000,0.002,0.000,2.883,-5.766,-3.844,0.000,0,19.628,7.520,-32.893,0.468,-0.310,0.621,-0.547,-0.000,0.000,0.372,-6.079,1,1,14152,14220,14208,14161,-112.422,-87.827,14.023,0,0,0,0,0,0,0
1260890,1,938.261,643.922,650.261,42.060,-0.001,0.001,0.011,-0.234,0.371,-2.474,-9.876,0.001,0.002,0.000,3.844,-1.922,4.805,0.000,0,19.208,7.786,-33.173,0.468,-0.309,0.621,-0.547,-0.000,-0.007,0.378,-6.091,1,1,14155,14213,14189,14164,-112.449,-87.863,14.090,0,0,0,0,0,0,0
1261890,1,938.248,644.036,650.261,42.080,-0.001,0.001,0.195,-0.191,0.372,-2.477,-9.870,0.001,0.002,0.000,2.883,-2.883,2.883,0.000,0,19.446,7.646,-32.795,0.468,-0.309,0.621,-0.547,-0.000,0.000,0.373,-5.931,1,1,14162,14216,14203,14165,-112.466,-87.842,14.076,0,0,0,0,0,0,0
1262890,1,938.245,644.062,650.261,42.080,-0.001,0.000,0.057,-0.126,0.365,-2.469,-9.875,0.001,0.001,0.000,7.688,-6.727,-7.688,0.000,0,20.160,7.590,-33.411,0.468,-0.310,0.622,-0.547,-0.000,0.000,0.376,-6.045,1,1,14130,14212,14186,14160,-112.495,-87.884,14.032,0,0,0,0,0,0,0
1263890,1,938.218,644.303,650.261,42.090,-0.001,0.000,0.103,0.076,0.356,-2.486,-9.861,-0.000,0.002,0.000,4.805,-3.844,0.000,0.000,0,19.782,7.436,-33.019,0.468,-0.309,0.622,-0.547,0.003,0.010,0.366,-5.968,1,1,14158,14213,14192,14164,-112.526,-87.929,14.087,0,0,0,0,0,0,0
1264890,1,938.248,644.036,650.261,42.100,-0.001,0.000,0.063,-0.162,0.353,-2.480,-9.873,0.001,0.001,0.000,0.000,-1.922,0.000,0.000,0,19.670,7.576,-33.845,0.467,-0.309,0.622,-0.547,-0.002,0.001,0.376,-6.031,1,1,14160,14216,14186,14163,-112.549,-87.944,14.093,0,0,0,0,0,0,0
1265890,1,938.215,644.334,650.261,42.100,-0.000,0.000,0.145,0.144,0.360,-2.474,-9.872,0.001,0.002,0.000,1.922,2.883,-13.454,0.000,0,19.726,7.912,-33.159,0.467,-0.309,0.622,-0.547,-0.003,-0.001,0.373,-6.020,1,1,14150,14218,14185,14160,-112.557,-87.895,14.071,0,0,0,0,0,0,0
1266890,1,938.257,643.962,650.261,42.110,-0.000,0.000,0.038,-0.203,0.376,-2.473,-9.874,0.001,0.002,0.000,7.688,-5.766,-17.298,0.000,0,19.880,7.758,-33.649,0.467,-0.309,0.621,-0.548,0.000,0.000,0.376,-6.070,1,1,14156,14219,14189,14166,-112.560,-87.820,14.052,0,0,0,0,0,0,0
1267890,1,938.218,644.308,650.261,42.110,-0.000,0.000,0.209,0.080,0.382,-2.477,-9.873,0.001,0.001,0.000,0.961,-5.766,-2.883,0.000,0,19.698,8.192,-33.789,0.467,-0.309,0.621,-0.548,0.006,0.002,0.376,-5.925,1,1,14162,14216,14192,14164,-112.577,-87.809,14.052,0,0,0,0,0,0,0
1268890,1,938.242,644.091,650.261,42.120,-0.001,0.000,0.059,-0.086,0.359,-2.471,-9.869,0.001,0.001,0.000,6.727,-4.805,-14.415,0.000,0,19.362,7.926,-32.123,0.467,-0.309,0.622,-0.547,-0.000,0.000,0.370,-6.057,1,1,14160,14215,14191,14162,-112.620,-87.916,14.045,0,0,0,0,0,0,0
1269890,1,938.226,644.234,650.261,42.130,-0.000,0.000,0.141,0.024,0.358,-2.480,-9.866,-0.000,0.002,0.000,6.727,-2.883,-11.532,0.000,0,19.796,7.772,-32.165,0.467,-0.309,0.622,-0.547,0.009,0.008,0.369,-5.968,1,1,14168,14220,14188,14168,-112.647,-87.952,14.043,0,0,0,0,0,0,0
1270890,1,938.201,644.456,650.261,42.130,-0.000,0.000,0.153,0.168,0.357,-2.467,-9.876,-0.000,0.001,0.000,8.649,-9.610,0.000,0.000,0,19.964,7.758,-32.431,0.467,-0.309,0.622,-0.548,-0.007,-0.003,0.376,-5.862,1,1,14136,14216,14183,14160,-112.654,-87.904,14.047,0,0,0,0,0,0,0
1271890,1,938.244,644.075,650.261,42.150,-0.000,0.000,0.089,-0.177,0.366,-2.472,-9.863,0.001,0.001,0.000,0.961,-5.766,-15.376,0.000,0,19.124,7.926,-32.235,0.467,-0.308,0.622,-0.548,0.000,-0.000,0.365,-5.974,1,1,14150,14215,14186,14161,-112.667,-87.872,14.060,0,0,0,0,0,0,0
1272890,1,938.226,644.231,650.261,42.150,-0.000,0.000,0.074,-0.036,0.370,-2.475,-9.869,0.001,0.001,-0.001,5.766,-8.649,0.000,0.000,0,19.670,8.206,-32.725,0.467,-0.308,0.622,-0.548,-0.000,-0.000,0.372,-5.945,1,1,14157,14224,14189,14156,-112.680,-87.854,14.071,0,0,0,0,0,0,0
1273890,1,938.247,644.044,650.261,42.160,-0.000,0.000,0.095,-0.264,0.371,-2.472,-9.872,-0.000,0.002,0.001,4.805,-5.766,-11.532,0.000,0,19.824,7.870,-32.627,0.467,-0.308,0.622,-0.548,0.000,-0.000,0.373,-5.872,1,1,14127,14218,14185,14161,-112.699,-87.847,14.048,0,0,0,0,0,0,0
1274890,1,938.208,644.392,650.261,42.160,-0.000,0.000,0.122,0.087,0.377,-2.479,-9.875,0.001,0.002,0.000,9.610,-2.883,3.844,0.000,0,19.614,8.304,-33.047,0.467,-0.308,0.622,-0.548,0.012,-0.004,0.379,-5.893,1,1,14187,14211,14185,14160,-112.731,-87.883,14.080,0,0,0,0,0,0,0
1275890,1,938.275,643.798,650.261,42.170,-0.000,0.000,0.019,-0.459,0.366,-2.469,-9.861,0.001,0.002,0.000,9.610,-3.844,0.000,0.000,0,20.062,7.842,-32.809,0.466,-0.308,0.622,-0.548,0.000,-0.000,0.362,-5.998,1,1,14156,14224,14192,14158,-112.744,-87.872,14.048,0,0,0,0,0,0,0
1276890,1,938.222,644.266,650.261,42.170,-0.000,0.000,0.077,0.033,0.358,-2.481,-9.861,0.001,0.001,0.000,-0.961,-7.688,0.000,0.000,0,20.300,7.660,-32.739,0.466,-0.308,0.623,-0.548,0.003,0.008,0.365,-6.001,1,1,14130,14215,14186,14162,-112.776,-87.918,14.068,0,0,0,0,0,0,0
1277890,1,938.230,644.192,650.261,42.190,-0.000,0.000,0.191,-0.071,0.358,-2.483,-9.863,-0.000,0.002,0.000,8.649,0.000,-22.103,0.000,0,19.964,7.996,-32.263,0.466,-0.308,0.623,-0.548,-0.000,0.000,0.367,-5.917,1,1,14180,14225,14184,14161,-112.800,-87.922,14.119,0,0,0,0,0,0,0
1278890,1,938.207,644.398,650.261,42.190,-0.000,0.000,0.151,0.115,0.366,-2.487,-9.882,0.001,0.002,0.000,4.805,-5.766,-9.610,0.000,0,19.670,8.094,-33.495,0.466,-0.307,0.623,-0.548,0.000,-0.000,0.387,-5.889,1,1,14134,14220,14192,14164,-112.811,-87.877,14.118,0,0,0,0,0,0,0
1279890,1,938.219,644.295,650.261,42.200,-0.000,0.000,0.061,0.046,0.370,-2.478,-9.872,0.001,0.001,0.000,2.883,-3.844,2.883,0.000,0,19.586,8.024,-32.585,0.466,-0.307,0.622,-0.549,-0.001,0.003,0.375,-5.982,1,1,14136,14220,14198,14164,-112.825,-87.842,14.070,0,0,0,0,0,0,0
1280890,1,938.242,644.086,650.261,42.200,-0.000,0.000,0.035,-0.172,0.373,-2.478,-9.873,-0.000,0.001,0.000,4.805,-5.766,-13.454,0.000,0,19.950,7.646,-33.859,0.466,-0.307,0.622,-0.549,0.002,-0.002,0.376,-5.972,1,1,14158,14216,14184,14156,-112.844,-87.849,14.085,0,0,0,0,0,0,0
1281889,1,938.217,644.313,650.261,42.220,-0.000,0.000,0.116,0.039,0.369,-2.473,-9.869,0.001,0.002,0.000,6.727,-2.883,-1.922,0.000,0,19.544,8.458,-32.151,0.466,-0.307,0.623,-0.548,0.003,-0.006,0.371,-5.932,1,1,14139,14219,14184,14158,-112.878,-87.888,14.079,0,0,0,0,0,0,0
1282890,1,938.215,644.334,650.261,42.220,-0.000,0.000,0.128,0.084,0.365,-2.473,-9.866,-0.000,0.002,0.000,5.766,0.000,0.000,0.000,0,19.404,7.828,-34.363,0.466,-0.307,0.623,-0.549,-0.000,-0.000,0.367,-5.964,1,1,14146,14224,14186,14168,-112.894,-87.880,14.061,0,0,0,0,0,0,0
1283890,1,938.230,644.194,650.261,42.220,-0.001,0.000,0.081,-0.077,0.360,-2.481,-9.861,-0.000,0.001,0.000,4.805,-2.883,-1.922,0.000,0,19.320,7.870,-32.431,0.466,-0.307,0.623,-0.548,0.000,-0.000,0.365,-5.935,1,1,14156,14218,14186,14161,-112.921,-87.906,14.116,0,0,0,0,0,0,0
1284890,1,938.203,644.435,650.261,42.230,-0.001,0.000,0.237,0.071,0.366,-2.473,-9.872,0.001,0.001,0.000,4.805,-3.844,-10.571,0.000,0,19.446,7.982,-33.775,0.466,-0.307,0.623,-0.549,-0.000,-0.000,0.373,-5.766,1,1,14157,14224,14178,14160,-112.935,-87.875,14.054,0,0,0,0,0,0,0
1285890,1,938.250,644.025,650.261,42.240,-0.001,0.000,0.034,-0.269,0.367,-2.478,-9.875,-0.000,0.001,0.000,0.000,0.000,-10.571,0.000,0,19.572,7.422,-33.453,0.466,-0.307,0.623,-0.549,0.000,0.000,0.378,-5.955,1,1,14130,14226,14192,14165,-112.955,-87.869,14.077,0,0,0,0,0,0,0
1286890,1,938.222,644.271,650.261,42.250,-0.001,0.000,0.175,-0.098,0.371,-2.484,-9.869,-0.000,0.001,0.000,4.805,-6.727,-9.610,0.000,0,19.894,8.038,-32.193,0.466,-0.307,0.623,-0.549,0.003,0.007,0.374,-5.788,1,1,14157,14220,14185,14161,-112.969,-87.848,14.075,0,0,0,0,0,0,0
1287890,1,938.204,644.432,650.261,42.250,-0.001,0.000,0.150,0.085,0.375,-2.477,-9.868,-0.000,0.001,0.000,4.805,-1.922,0.000,0.000,0,19.754,8.010,-32.235,0.466,-0.306,0.623,-0.549,0.000,0.000,0.371,-5.847,1,1,14159,14218,14183,14160,-112.981,-87.825,14.079,0,0,0,0,0,0,0
1288890,1,938.170,644.731,650.261,42.260,-0.001,0.000,0.234,0.370,0.375,-2.472,-9.872,0.001,0.001,0.000,3.844,-3.844,0.000,0.000,0,19.586,7.982,-33.691,0.465,-0.307,0.623,-0.549,0.011,-0.006,0.373,-5.804,1,1,14153,14217,14186,14161,-113.018,-87.897,14.055,0,0,0,0,0,0,0
1289890,1,938.218,644.303,650.261,42.260,-0.000,0.000,0.119,-0.037,0.367,-2.467,-9.861,0.001,0.002,0.000,3.844,-4.805,0.000,0.000,0,19.670,8.136,-33.383,0.465,-0.306,0.623,-0.549,0.002,-0.007,0.361,-5.869,1,1,14152,14215,14184,14165,-113.041,-87.892,14.065,0,0,0,0,0,0,0
1290890,1,938.235,644.155,650.261,42.270,-0.001,0.000,0.154,-0.275,0.359,-2.472,-9.878,0.001,0.002,0.000,6.727,-2.883,-2.883,0.000,0,19.376,7.968,-32.263,0.465,-0.306,0.623,-0.549,-0.003,-0.008,0.379,-5.719,1,1,14125,14224,14185,14165,-113.065,-87.921,14.086,0,0,0,0,0,0,0
1291890,1,938.193,644.527,650.261,42.280,-0.001,0.000,0.110,0.133,0.363,-2.478,-9.879,0.001,0.002,0.000,0.000,-6.727,0.000,0.000,0,19.432,7.800,-32.011,0.465,-0.306,0.623,-0.549,-0.000,0.000,0.381,-5.818,1,1,14178,14213,14188,14163,-113.076,-87.898,14.072,0,0,0,0,0,0,0
1292890,1,938.271,643.838,650.261,42.290,-0.001,0.000,-0.029,-0.472,0.371,-2.474,-9.878,0.001,0.002,0.000,4.805,-2.883,0.000,0.000,0,19.278,7.674,-33.411,0.465,-0.306,0.623,-0.550,0.000,0.000,0.380,-5.966,1,1,14155,14214,14191,14164,-113.084,-87.848,14.054,0,0,0,0,0,0,0
1293890,1,938.242,644.091,650.261,42.300,-0.001,0.000,0.135,-0.232,0.370,-2.472,-9.868,0.001,0.002,0.000,1.922,-2.883,0.000,0.000,0,19.194,8.500,-33.663,0.465,-0.306,0.623,-0.550,-0.000,-0.000,0.370,-5.887,1,1,14158,14220,14200,14169,-113.106,-87.855,14.052,0,0,0,0,0,0,0
1294890,1,938.222,644.271,650.261,42.300,-0.000,0.000,0.097,-0.029,0.372,-2.471,-9.869,0.001,0.002,0.000,6.727,-7.688,-12.493,0.000,0,19.922,7.828,-33.117,0.465,-0.306,0.623,-0.550,-0.000,-0.000,0.371,-5.923,1,1,14139,14216,14186,14160,-113.124,-87.839,14.043,0,0,0,0,0,0,0
1295890,1,938.187,644.575,650.261,42.310,-0.001,0.000,0.250,0.225,0.372,-2.468,-9.867,-0.000,0.001,0.000,0.961,-5.766,-10.571,0.000,0,19.964,7.996,-32.291,0.464,-0.306,0.623,-0.550,0.005,-0.005,0.368,-5.788,1,1,14162,14207,14182,14164,-113.150,-87.878,14.049,0,0,0,0,0,0,0
1296890,1,938.237,644.139,650.261,42.310,-0.001,0.000,0.070,-0.213,0.352,-2.473,-9.879,0.001,0.001,0.000,5.766,-3.844,-7.688,0.000,0,19.096,8.010,-33.047,0.464,-0.306,0.624,-0.549,-0.001,-0.000,0.380,-5.836,1,1,14156,14221,14196,14165,-113.186,-87.957,14.047,0,0,0,0,0,0,0
1297890,1,938.190,644.548,650.261,42.320,-0.001,0.000,0.067,0.231,0.356,-2.483,-9.880,0.001,0.001,0.000,5.766,0.000,-14.415,0.000,0,19.628,7.674,-32.025,0.464,-0.306,0.624,-0.550,-0.001,0.007,0.383,-5.924,1,1,14144,14224,14188,14164,-113.193,-87.920,14.065,0,0,0,0,0,0,0
1298890,1,938.184,644.604,650.261,42.330,-0.001,0.000,0.061,0.324,0.367,-2.474,-9.866,0.001,0.001,0.000,4.805,-5.766,-3.844,0.000,0,19.488,8.136,-33.271,0.464,-0.305,0.623,-0.550,-0.000,-0.000,0.368,-5.975,1,1,14128,14211,14192,14162,-113.195,-87.868,14.068,0,0,0,0,0,0,0
1299890,1,938.203,644.432,650.261,42.340,-0.001,0.000,0.180,0.091,0.357,-2.475,-9.876,0.001,0.002,0.000,3.844,-1.922,-2.883,0.000,0,19.488,7.674,-33.215,0.464,-0.305,0.623,-0.550,-0.014,0.000,0.378,-5.826,1,1,14150,14219,14175,14163,-113.212,-87.857,14.092,0,0,0,0,0,0,0
1300890,1,938.212,644.355,650.261,42.340,-0.001,0.000,0.089,0.016,0.366,-2.474,-9.875,0.001,0.002,0.000,10.571,-4.805,-16.337,0.000,0,19.656,8.038,-32.473,0.464,-0.305,0.624,-0.550,-0.000,-0.000,0.377,-5.863,1,1,14196,14223,14184,14166,-113.239,-87.876,14.056,0,0,0,0,0,0,0
1301890,1,938.240,644.110,650.261,42.350,-0.001,0.000,0.093,-0.253,0.369,-2.471,-9.879,0.001,0.001,0.000,3.844,-2.883,-2.883,0.000,0,19.488,7.842,-32.725,0.464,-0.305,0.623,-0.550,0.000,0.000,0.380,-5.830,1,1,14134,14220,14192,14163,-113.252,-87.862,14.034,0,0,0,0,0,0,0
1302890,1,938.209,644.385,650.261,42.350,-0.000,0.000,0.159,-0.015,0.376,-2.474,-9.868,0.001,0.002,0.000,12.493,-0.961,-14.415,0.000,0,19.474,7.674,-33.089,0.464,-0.305,0.623,-0.550,0.000,0.000,0.370,-5.770,1,1,14150,14213,14185,14163,-113.261,-87.819,14.066,0,0,0,0,0,0,0
1303890,1,938.196,644.498,650.261,42.370,-0.000,-0.000,0.079,0.147,0.369,-2.479,-9.868,0.001,0.002,0.000,9.610,-5.766,-5.766,0.000,0,19.558,7.338,-32.571,0.464,-0.305,0.624,-0.550,-0.000,0.000,0.371,-5.885,1,1,14152,14218,14192,14162,-113.296,-87.862,14.092,0,0,0,0,0,0,0
1304890,1,938.229,644.202,650.261,42.370,-0.000,-0.000,0.043,-0.089,0.363,-2.479,-9.873,-0.000,0.002,0.000,5.766,-0.961,-7.688,0.000,0,19.194,7.688,-33.439,0.464,-0.305,0.624,-0.550,-0.000,0.001,0.376,-5.961,1,1,14157,14220,14190,14166,-113.322,-87.895,14.084,0,0,0,0,0,0,0
